QS World University Rankings by Faculty Area,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
=127,144=,University of Liverpool,United Kingdom,61.8,69.3,81.5,64,68.2,67.6
=132,147=,Aarhus University,Denmark,67,63.8,78.7,64.7,56.7,67.5
=132,151-200,King Abdullah University of Science & Technology (KAUST),Saudi Arabia,65.5,61.7,87.2,60.5,56.2,67.5
=132,139=,Université de Strasbourg,France,65.6,61.2,81.2,63.5,62,67.5
=135,147=,Erasmus University Rotterdam ,Netherlands,57.5,61.5,85,70.8,70.5,67.4
=135,151-200,Universidad Autónoma de Madrid,Spain,66.1,71,79,62.1,56.2,67.4
=135,120=,University of Oslo,Norway,61,56.2,82.9,69.4,69.5,67.4
=135,151-200,University of Pittsburgh,United States,57.1,58.9,84.4,76.9,64.3,67.4
=139,129=,The University of Exeter,United Kingdom,67.7,65.6,81.6,60.2,52.6,67.3
=139,141=,Universitat Autònoma de Barcelona,Spain,66.1,70.9,77.5,62.1,58.8,67.3
=139,129=,Université de Montréal ,Canada,62,68.1,80.4,69.3,57.7,67.3
=139,129=,University of Nottingham,United Kingdom,60.7,73.9,80.8,62.2,70.6,67.3
143,151-200,Vanderbilt University,United States,54.2,62.6,86.2,75.9,68.2,67.2
144,120=,University of Leeds,United Kingdom,62.3,74.7,81,61.7,61.9,67.1
145,149  ,Nanjing University,China (Mainland),67,69.8,81.5,67.6,33.8,67
=146,124=,Delft University of Technology,Netherlands,66.3,76.1,81.2,58.7,47.4,66.9
=146,133=,The University of Texas Southwestern Medical Center at Dallas,United States,60.8,33,91.8,78.1,52.6,66.9
=148,151-200,"University of California, Santa Barbara (UCSB)",United States,63.4,63.8,90.2,63,41.7,66.6
=148,151-200,Vrije Universiteit Amsterdam,Netherlands,59.9,57.4,84,69.3,62,66.6
=148,151-200,Weizmann Institute of Science,Israel,63.4,32.9,97.4,74.4,35.8,66.6
151-200,120=, University of Dundee,United Kingdom,64.6,56,85,60.2,52.5,
151-200,151-200,Aix-Marseille University,France,60,50.2,81.3,69.5,71.6,
151-200,151-200,Alma Mater Studiorum - University of Bologna,Italy,63.3,79,75.4,60.5,58.4,
151-200,201-250,Brown University,United States,57.2,71.2,81.1,61,56.4,
151-200,151-200,Cardiff University,United Kingdom,58.7,68.2,84,62.9,59.5,
151-200,201-250,Complutense University of Madrid,Spain,61,70.1,74.6,55.7,60.7,
151-200,151-200,Goethe-University Frankfurt am Main,Germany,61.1,61.2,82.6,64.6,60.8,
151-200,151-200,Hokkaido University,Japan,65.2,65.8,73,60.7,57.7,
151-200,151-200,Icahn School of Medicine at Mount Sinai,United States,49.1,45.9,93.6,80.5,68.9,
151-200,151-200,Julius-Maximilians-Universität Würzburg,Germany,53.9,44.3,93,68.3,58.4,
151-200,105=,Korea University,South Korea,68.6,74.6,77.7,60.9,38.2,
151-200,201-250,London School of Hygiene & Tropical Medicine,United Kingdom,50.8,65.7,80,59.8,90.7,
151-200,151-200,McMaster University,Canada,57.8,70,83,62.5,59.2,
151-200,151-200,Nagoya University,Japan,67.2,66.3,76.3,61.6,37.2,
151-200,151-200,North Carolina State University,United States,60,64.6,78.8,62.4,52.1,
151-200,120=,Pohang University of Science And Technology (POSTECH),South Korea,74,76.4,78.4,51.6,25.5,
151-200,151-200,Pontificia Universidad Católica de Chile (UC),Chile,68.5,79.9,73.7,51.3,49.7,
151-200,151-200,Radboud University ,Netherlands,53,53.9,84.7,71.4,68.5,
151-200,150  ,Rutgers University–New Brunswick,United States,56,71.1,81.9,69.4,65.9,
151-200,151-200,RWTH Aachen University,Germany,62.5,64.8,78.3,61.6,56.2,
151-200,151-200,Sun Yat-sen University,China (Mainland),60.7,54.6,80.6,74.4,52.2,
151-200,151-200,Technische Universität Dresden,Germany,59.5,59,84.9,67.4,59.5,
151-200,151-200,The University of Adelaide,Australia,62.3,68.6,78.9,61.2,59.7,
151-200,151-200,The University of Arizona,United States,59.1,55.9,81.6,64.4,59.3,
151-200,151-200,The University of Auckland,New Zealand,64,77.3,78.2,56.6,48.2,
151-200,151-200,The University of Georgia,United States,57.9,57.3,77,64.3,64.9,
151-200,151-200,The University of Warwick,United Kingdom,59.2,70.2,81.3,58,56.7,
151-200,151-200,Tohoku University,Japan,63.8,68.2,74.4,62.4,53.4,
151-200,151-200,Tokyo Institute of Technology (Tokyo Tech),Japan,72.7,71.9,76.1,54.4,39.4,
151-200,151-200,Universidad de Buenos Aires (UBA),Argentina,71.2,81.5,68.7,54,44.7,
151-200,151-200,Universidad de Chile,Chile,66.6,77.1,75.6,53.1,41,
151-200,151-200,Universidade Estadual de Campinas (Unicamp),Brazil,68.1,73.6,72.3,55.9,55.2,
151-200,151-200,Universidade Federal do Rio de Janeiro,Brazil,68.2,67.9,69.7,54.9,58.1,
151-200,201-250,Université Claude Bernard Lyon 1,France,57.6,56.8,77.9,65.3,69.6,
151-200,151-200,Université Grenoble Alpes,France,62.2,62.7,79.4,60.7,57.7,
151-200,151-200,Universite libre de Bruxelles,Belgium,57.8,63.1,86.9,62.7,63.6,
151-200,201-250,Université Paul Sabatier Toulouse III,France,57.4,47.6,81.3,63.8,69,
151-200,151-200,Universiti Malaya (UM),Malaysia,66.6,70.3,73,54,63.1,
151-200,151-200,University of Bern,Switzerland,56.4,64.8,80.9,67.1,66.7,
151-200,151-200,University of Calgary,Canada,62.9,69.3,78.4,63.8,60.1,
151-200,151-200,"University of California, Irvine",United States,54.5,60.7,83.8,69,51.4,
151-200,201-250,University of Cape Town,South Africa,59.2,59.5,77.7,55.5,80.9,
151-200,144=,University of Cologne,Germany,60.6,60.6,82.7,68,57.5,
151-200,144=,University of Gothenburg,Sweden,60.3,61.7,82.9,66.3,60.7,
151-200,126=,"University of Maryland, College Park",United States,59,68.3,82,63.2,47.1,
151-200,201-250,University of Naples - Federico II,Italy,57.6,62.7,76.1,63.8,67,
151-200,201-250,University of Otago,New Zealand,58.9,69,77.8,58,61.8,
151-200,137=,University of Southampton,United Kingdom,59.6,66.8,84.8,64.4,61.5,
151-200,151-200,University of Southern California,United States,52.7,67.6,88,73.6,54.2,
151-200,151-200,Wuhan University,China (Mainland),63.3,63.6,82,68.8,33.9,
201-250,201-250,Cairo University,Egypt,59.7,70.4,69.8,50.8,66.8,
201-250,151-200,Carnegie Mellon University,United States,60.5,69.6,84,55.7,39.4,
201-250,251-300,Case Western Reserve University,United States,47.4,53.1,83.2,68.4,67.5,
201-250,201-250,Charles University,Czech Republic,58.2,56.4,71,58.5,67.4,
201-250,251-300,China Agricultural University ,China (Mainland),61.7,54.3,77.1,61.9,45.6,
201-250,201-250,Christian-Albrechts-University zu Kiel,Germany,53.7,49.9,83.1,63.2,59.1,
201-250,251-300,Colorado State University,United States,51.7,65.9,78.7,60.9,55,
201-250,201-250,École Normale Supérieure de Lyon,France,61,70,77.7,55.3,42.9,
201-250,201-250,Huazhong University of Science and Technology,China (Mainland),52.5,57.1,81.7,74.5,45.4,
201-250,151-200,Indian Institute of Science,India,72.4,79,70.8,48.4,26.1,
201-250,201-250,Indiana University Bloomington,United States,51.6,55.5,81.9,65.4,56.4,
201-250,201-250,Iowa State University,United States,59.2,70.2,78.2,58,54.5,
201-250,201-250,King Saud University,Saudi Arabia,59.2,62.1,74.4,59.3,67.1,
201-250,201-250,Kyushu University,Japan,61.5,65.6,74.9,63,39.5,
201-250,201-250,Maastricht University ,Netherlands,50.9,59.5,80.7,62.5,57.9,
201-250,251-300,Mahidol University,Thailand,56.4,63,72.5,54.2,65.8,
201-250,201-250,Norwegian University of Science And Technology,Norway,58.2,55.5,82.7,57.4,51.3,
201-250,201-250,Queen's University Belfast,United Kingdom,56.4,65.8,79.7,57.2,57.4,
201-250,201-250,Queensland University of Technology (QUT),Australia,51.5,61.2,81.5,60.9,55.5,
201-250,201-250,Rice University,United States,57.4,58.3,85.6,60.5,37.4,
201-250,251-300,Sechenov University,Russia,54.3,64.1,81.2,54,66.9,
201-250,124=,Sungkyunkwan University(SKKU),South Korea,58.6,73.1,77.7,62.4,40.6,
201-250,201-250,Swedish University of Agricultural Sciences,Sweden,61.5,51.8,76,52.1,54.4,
201-250,251-300,Technion - Israel Institute of Technology,Israel,57.5,52.5,83.2,62.1,48.6,
201-250,201-250,Tel Aviv University,Israel,55.2,42.9,81.8,69.8,55.5,
201-250,201-250,The Hebrew University of Jerusalem,Israel,55.7,51.4,79.9,62.5,54.7,
201-250,201-250,Umea University,Sweden,60.6,56.5,78.1,56.6,58.4,
201-250,201-250,UNESP,Brazil,64.4,69.1,65.6,52.1,53.6,
201-250,201-250,Universitat de Valencia,Spain,58.9,51.6,78,55.9,56.4,
201-250,201-250,Universitat Pompeu Fabra (Barcelona),Spain,49.4,57.2,90,67.6,57.3,
201-250,251-300,Universiti Putra Malaysia (UPM),Malaysia,64.8,65.2,71.3,51.1,44.2,
201-250,201-250,University College Cork,Ireland,55.1,71.8,83,56.8,51.7,
201-250,151-200,University College Dublin,Ireland,57.5,71.6,78.6,58.7,53.8,
201-250,151-200,University of Aberdeen,United Kingdom,60.9,63.7,81,55.1,52.2,
201-250,251-300,"University of Alabama, Birmingham",United States,49.2,43.8,85.1,70,66.9,
201-250,251-300,University of Antwerp,Belgium,56.2,53.3,80.6,56.8,67.7,
201-250,201-250,University of Bergen,Norway,55.5,57,80.4,58.1,61,
201-250,151-200,University of Bordeaux,France,60.2,52.5,77.2,60.2,64.3,
201-250,201-250,"University of California, Santa Cruz",United States,52.1,52.5,94.4,63.6,38.1,
201-250,201-250,University of Colorado Boulder,United States,55.5,59.7,87,64.6,46.6,
201-250,201-250,University of Florence,Italy,59.2,59.2,75.2,57.6,64.6,
201-250,151-200,University of Illinois at Chicago (UIC),United States,56.6,58.6,79.6,63.5,58.7,
201-250,251-300,University of Lisbon ,Portugal,55.7,56.2,75.7,61.2,66.9,
201-250,201-250,University of Massachusetts Medical School - Worcester,United States,49.4,43.8,90.3,70,53.3,
201-250,201-250,University of Miami,United States,50.5,47.5,81.4,66.6,63.5,
201-250,201-250,University of Porto,Portugal,56.3,47.2,74.3,60.4,72.8,
201-250,201-250,University of St Andrews,United Kingdom,64.6,67.4,71.4,49.8,44.4,
201-250,201-250,University of Tsukuba,Japan,62.8,56.9,72.4,55.5,46.9,
201-250,201-250,University of Virginia,United States,50.5,55.5,82.9,66.6,62.7,
201-250,151-200,University of York,United Kingdom,62.6,65.5,78,52.3,51.4,
201-250,201-250,Vrije Universiteit Brussel (VUB),Belgium,55.2,59.3,86.2,58.9,50.8,
251-300,201-250,Arizona State University,United States,52.7,57.8,80.5,61.2,52.4,
251-300,251-300,City University of Hong Kong,Hong Kong SAR,55.3,66.1,82.8,58.1,31.4,
251-300,201-250,Dalhousie University,Canada,52.6,65.6,81.2,56.6,48.8,
251-300,301-350,Friedrich-Alexander-Universität Erlangen-Nürnberg,Germany,48.8,52,79.2,64,55.5,
251-300,251-300,Georgetown University,United States,42.9,64.3,92.4,62.2,50.2,
251-300,301-350,Indian Institute of Technology Bombay (IITB),India,71.5,80.8,59.7,40.5,21.8,
251-300,301-350,Indian Institute of Technology Delhi (IITD),India,69.6,79.2,63.1,42,27.4,
251-300,251-300,James Cook University,Australia,61.2,55.9,70.5,47.3,55.2,
251-300,251-300,Keio University,Japan,57.1,65.3,77.9,61.2,31,
251-300,251-300,"KIT, Karlsruhe Institute of Technology",Germany,58,63.3,76.4,48.7,45,
251-300,251-300,La Trobe University,Australia,53,58.3,80.1,57,47.4,
251-300,301-350,Martin-Luther-Universität Halle-Wittenberg,Germany,48.9,49.1,80.3,58.5,69.8,
251-300,201-250,Moscow Institute of Physics and Technology (MIPT / Moscow Phystech),Russia,68.3,71.9,65,45.4,37.8,
251-300,251-300,National Cheng Kung University (NCKU),Taiwan,61.6,69.4,74.7,53.1,33,
251-300,201-250,National Tsing Hua University,Taiwan,62.9,73.6,72.8,48.7,27,
251-300,301-350,Oregon Health & Science University (OHSU),United States,44.1,52,88.4,70.8,55.5,
251-300,301-350,Oregon State University,United States,53.7,47.5,82.3,58.1,48.1,
251-300,251-300,Philipps-Universität Marburg ,Germany,55.2,41.5,79.9,59.8,49,
251-300,251-300,Queen's University at Kingston,Canada,56.6,70.9,76.3,50.6,45.1,
251-300,201-250,Saint Petersburg State University,Russia,65,75.9,65.1,44.8,36,
251-300,351-400,Sichuan University,China (Mainland),51.7,65.8,77.6,69.5,34.8,
251-300,201-250,"Stony Brook University, State University of New York",United States,51.8,57.9,84.5,59.5,51.8,
251-300,251-300,Technische Universität Berlin (TU Berlin),Germany,59.7,66.9,75.9,50.6,47.1,
251-300,301-350,The University of Texas Health Science Center at Houston,United States,47.5,27.7,86.3,72.6,58.1,
251-300,301-350,Universidad de Sevilla,Spain,55.7,58.1,75.4,55.3,51.2,
251-300,251-300,Universidade Federal de Minas Gerais      ,Brazil,60.7,57.4,69.1,52.6,50.3,
251-300,251-300,Universität Jena,Germany,51.4,47.2,78.7,61.4,64.2,
251-300,251-300,Universität Leipzig,Germany,50.7,54.2,78.8,61,66.6,
251-300,251-300,Université de Liège,Belgium,55.2,54.6,75.9,53.7,62.8,
251-300,251-300,Université Laval,Canada,50.7,64.8,78.2,61,58.2,
251-300,301-350,Universiti Sains Malaysia (USM),Malaysia,59.2,62.8,67.9,47.8,60.3,
251-300,251-300,University Duesseldorf,Germany,51.3,42.3,81.5,61.9,60.4,
251-300,251-300,"University of California, Riverside",United States,51.9,55.5,80.8,59.5,43.7,
251-300,301-350,University of Delhi,India,62.9,65.5,70.9,52.1,39,
251-300,151-200,University of East Anglia (UEA),United Kingdom,59.8,60.7,78,54.4,40.2,
251-300,301-350,University of Guelph,Canada,55.6,72.4,74.1,55.1,45.3,
251-300,351-400,"University of Maryland, Baltimore",United States,47,39.4,81.8,64.4,73.3,
251-300,201-250,University of Massachusetts Amherst,United States,55.2,64.1,81.2,55.7,44,
251-300,251-300,University of Ottawa,Canada,50.5,62.9,77.2,61.4,56,
251-300,201-250,University of Pisa,Italy,53.8,65.6,74.3,56.4,59.5,
251-300,251-300,"University of Rome ""Tor Vergata""",Italy,51.1,66.4,80.3,60,50.2,
251-300,201-250,University of Tartu,Estonia,54.3,54,81.9,55.1,59.7,
251-300,251-300,University of Turin,Italy,48.1,57,78.8,63.2,55.4,
251-300,251-300,University of Utah,United States,45.3,55.8,83.8,69.7,54.3,
251-300,251-300,University of Warsaw ,Poland,58.2,61.7,77.2,51.1,35.5,
251-300,251-300,University of Waterloo,Canada,54.4,74.2,80.7,53.1,34.6,
251-300,301-350,Virginia Polytechnic Institute and State University,United States,51.7,62.5,77.6,57.6,49.5,
251-300,201-250,Washington State University,United States,56.6,60.1,76.1,57,49.7,
251-300,251-300,Western University,Canada,53.8,69.8,75.3,56.4,50.2,
251-300,201-250,Westfälische Wilhelms-Universität Münster ,Germany,52.9,55,79.5,63.2,53.2,
251-300,251-300,Xiamen University,China (Mainland),55.3,48.5,79.5,63.6,31.1,
301-350,351-400,Beijing Normal University ,China (Mainland),56.3,59.6,78.3,54.2,26.4,
301-350,301-350,Chalmers University of Technology,Sweden,50.9,60.7,75.6,53.1,47.4,
301-350,301-350,Chulalongkorn University,Thailand,57.7,65.4,68.2,45.7,52.4,
301-350,301-350,Dartmouth College,United States,50.1,67.2,78.7,56.6,37.5,
301-350,301-350,Durham University,United Kingdom,59.7,70.7,64,43.8,47.4,
301-350,251-300,George Washington University,United States,46.4,62.5,77.8,55.7,63.5,
301-350,251-300,Hanyang University,South Korea,54,69.5,75.4,52.8,34.2,
301-350,401-450,Harbin Institute of Technology,China (Mainland),50.1,61.9,78.4,57.4,34.4,
301-350,401-450,Huazhong Agricultural University,China (Mainland),49.6,48.6,76.5,61.9,44.7,
301-350,351-400,Indian Institute of Technology Kharagpur (IIT-KGP),India,63.2,72.5,63.2,42.4,35.4,
