core_id,country,city,guide,nid,title,logo,score,rank_display,region,stars,recm,University
265,Japan,Kunitachi City,0.0,294259,"<div class=""td-wrap""><a href=""/universities/hitotsubashi-university"" class=""uni-link"">Hitotsubashi University</a></div>",/sites/default/files/hitotsubashi-university-business-school-school-of-international-corporate-strategy_592560cf2aeae70239af4b8d_small.jpg,71.8,=72,Asia,0,0--,Hitotsubashi University
515,Australia,Brisbane City,0.0,297460,"<div class=""td-wrap""><a href=""/universities/university-queensland"" class=""uni-link"">The University of Queensland</a></div>",/sites/default/files/210824044126am970441uq-logo-48x48.jpg,71.8,=72,Oceania,0,0--,The University of Queensland
178,France,Palaiseau,0.0,294480,"<div class=""td-wrap""><a href=""/universities/ecole-polytechnique"" class=""uni-link"">Ecole Polytechnique</a></div>",/sites/default/files/ecole-polytechnique_592560cf2aeae70239af4b36_small.jpg,71.5,=74,Europe,0,0--,Ecole Polytechnique
692,China (Mainland),Hangzhou,0.0,297123,"<div class=""td-wrap""><a href=""/universities/zhejiang-university"" class=""uni-link"">Zhejiang University</a></div>",/sites/default/files/zhejiang-university_592560cf2aeae70239af4d37_small.jpg,71.5,=74,Asia,0,0--,Zhejiang University
2152,Russia,Moscow,0.0,295115,"<div class=""td-wrap""><a href=""/universities/hse-university"" class=""uni-link"">HSE University</a></div>",/sites/default/files/210831083256am323493logo-3-180x180-48x48.jpg,71.4,76,Europe,0,0--,HSE University
106,Belgium,Louvain-la-Neuve,0.0,294550,"<div class=""td-wrap""><a href=""/universities/universite-catholique-de-louvain-uclouvain"" class=""uni-link"">Université catholique de Louvain (UCLouvain)</a></div>",/sites/default/files/universit-catholique-de-louvain-uclouvain_592560cf2aeae70239af4aed_small.jpg,71.2,77,Europe,0,0--,Université catholique de Louvain (UCLouvain)
180,United Kingdom,Edinburgh,0.0,294478,"<div class=""td-wrap""><a href=""/universities/university-edinburgh"" class=""uni-link"">The University of Edinburgh</a></div>",/sites/default/files/the-university-of-edinburgh_180_small.jpg,71.1,=78,Europe,0,0--,The University of Edinburgh
393,United States,College Park,0.0,294867,"<div class=""td-wrap""><a href=""/universities/university-maryland-college-park"" class=""uni-link"">University of Maryland, College Park</a></div>",/sites/default/files/university-of-maryland-college-park_393_small.jpg,71.1,=78,North America,0,0--,"University of Maryland, College Park"
482,France,Paris,0.0,297554,"<div class=""td-wrap""><a href=""/universities/universite-paris-1-pantheon-sorbonne"" class=""uni-link"">Université Paris 1 Panthéon-Sorbonne </a></div>",/sites/default/files/universit-paris-1-panthon-sorbonne_482_small.jpg,70.5,80,Europe,0,0--,Université Paris 1 Panthéon-Sorbonne 
481,France,Paris,0.0,297573,"<div class=""td-wrap""><a href=""/universities/sciences-po"" class=""uni-link"">Sciences Po</a></div>",/sites/default/files/sciences-po-_592560cf2aeae70239af4c64_small.jpg,70.0,=81,Europe,0,0--,Sciences Po
61,Italy,Bologna,0.0,294595,"<div class=""td-wrap""><a href=""/universities/alma-mater-studiorum-university-bologna"" class=""uni-link"">Alma Mater Studiorum - University of Bologna</a></div>",/sites/default/files/alma-mater-studiorum-university-of-bologna_592560cf2aeae70239af4ac0_small.jpg,70.0,=81,Europe,0,1--,Alma Mater Studiorum - University of Bologna
441,Taiwan,Taipei City,0.0,294804,"<div class=""td-wrap""><a href=""/universities/national-taiwan-university-ntu"" class=""uni-link"">National Taiwan University (NTU)</a></div>",/sites/default/files/national-taiwan-university-ntu_592560cf2aeae70239af4c3c_small.jpg,69.9,83,Asia,0,0--,National Taiwan University (NTU)
257,France,Paris,0.0,295397,"<div class=""td-wrap""><a href=""/universities/hec-paris-school-management"" class=""uni-link"">HEC Paris School of Management</a></div>",/sites/default/files/hec-paris-school-of-management_257_small.jpg,69.7,=84,Europe,0,0--,HEC Paris School of Management
69,United Kingdom,Bristol,0.0,294587,"<div class=""td-wrap""><a href=""/universities/university-bristol"" class=""uni-link"">University of Bristol</a></div>",/sites/default/files/university-of-bristol_69_small.jpg,69.7,=84,Europe,0,0--,University of Bristol
459,United Kingdom,Nottingham,0.0,294758,"<div class=""td-wrap""><a href=""/universities/university-nottingham"" class=""uni-link"">University of Nottingham</a></div>",/sites/default/files/the-university-of-nottingham_592560cf2aeae70239af4c4e_small.jpg,69.6,86,Europe,0,0--,University of Nottingham
402,United States,East Lansing,0.0,294858,"<div class=""td-wrap""><a href=""/universities/michigan-state-university"" class=""uni-link"">Michigan State University</a></div>",/sites/default/files/michigan-state-university_402_small.jpg,69.5,87,North America,0,0--,Michigan State University
130,Hong Kong SAR,Hong Kong,0.0,294527,"<div class=""td-wrap""><a href=""/universities/city-university-hong-kong"" class=""uni-link"">City University of Hong Kong</a></div>",/sites/default/files/city-university-of-hong-kong_592560cf2aeae70239af4b05_small.jpg,69.4,=88,Asia,6,0--,City University of Hong Kong
582,South Korea,Suwon,0.0,297467,"<div class=""td-wrap""><a href=""/universities/sungkyunkwan-universityskku"" class=""uni-link"">Sungkyunkwan University (SKKU)</a></div>",/sites/default/files/sungkyunkwan-universityskku_592560cf2aeae70239af4cc9_small.jpg,69.4,=88,Asia,0,0--,Sungkyunkwan University (SKKU)
44,Spain,Barcelona,0.0,294612,"<div class=""td-wrap""><a href=""/universities/universitat-autonoma-de-barcelona"" class=""uni-link"">Universitat Autònoma de Barcelona</a></div>",/sites/default/files/universitat-autnoma-de-barcelona_592560cf2aeae70239af4ab0_small.jpg,69.4,=88,Europe,0,0--,Universitat Autònoma de Barcelona
27067,France,0,0.0,397503,"<div class=""td-wrap""><a href=""/universities/universite-psl"" class=""uni-link"">Université PSL</a></div>",/sites/default/files/universit-psl_592560e69988f300e2321dfe_small.jpg,69.4,=88,Europe,0,0--,Université PSL
723,United States,Newton,0.0,297105,"<div class=""td-wrap""><a href=""/universities/boston-college"" class=""uni-link"">Boston College</a></div>",/sites/default/files/boston-college_723_small.jpg,69.3,=92,North America,0,0--,Boston College
243,Netherlands,Groningen,0.0,294293,"<div class=""td-wrap""><a href=""/universities/university-groningen"" class=""uni-link"">University of Groningen</a></div>",/sites/default/files/university-of-groningen_243_small.jpg,69.3,=92,Europe,0,0--,University of Groningen
2090,United States,Champaign,0.0,295060,"<div class=""td-wrap""><a href=""/universities/university-illinois-urbana-champaign"" class=""uni-link"">University of Illinois at Urbana-Champaign</a></div>",/sites/default/files/university-of-illinois-at-urbana-champaign_2090_small.jpg,69.3,=92,North America,0,0--,University of Illinois at Urbana-Champaign
658,Netherlands,Amsterdam,0.0,297203,"<div class=""td-wrap""><a href=""/universities/vrije-universiteit-amsterdam"" class=""uni-link"">Vrije Universiteit Amsterdam</a></div>",/sites/default/files/vrije-universiteit-amsterdam_658_small.jpg,69.3,=92,Europe,0,0--,Vrije Universiteit Amsterdam
305,United States,Baltimore,0.0,294184,"<div class=""td-wrap""><a href=""/universities/johns-hopkins-university"" class=""uni-link"">Johns Hopkins University</a></div>",/sites/default/files/johns-hopkins-university_305_small.jpg,69.1,=96,North America,0,0--,Johns Hopkins University
37,New Zealand,Auckland,0.0,294619,"<div class=""td-wrap""><a href=""/universities/university-auckland"" class=""uni-link"">The University of Auckland</a></div>",/sites/default/files/the-university-of-auckland_592560cf2aeae70239af4aa8_small.jpg,69.1,=96,Oceania,0,0--,The University of Auckland
75,Belgium,Brussels,0.0,294581,"<div class=""td-wrap""><a href=""/universities/universite-libre-de-bruxelles"" class=""uni-link"">Universite libre de Bruxelles</a></div>",/sites/default/files/universite-libre-de-bruxelles_75_small.jpg,69.1,=96,Europe,0,0--,Universite libre de Bruxelles
314,Japan,Tokyo,0.0,294156,"<div class=""td-wrap""><a href=""/universities/keio-university"" class=""uni-link"">Keio University</a></div>",/sites/default/files/keio-university_592560cf2aeae70239af4bbe_small.jpg,69.0,=99,Asia,0,0--,Keio University
571,Switzerland,St. Gallen,0.0,297284,"<div class=""td-wrap""><a href=""/universities/university-stgallen-hsg"" class=""uni-link"">University of St.Gallen (HSG)</a></div>",/sites/default/files/university-of-st.gallen-hsg_571_small.jpg,69.0,=99,Europe,0,0--,University of St.Gallen (HSG)
569,United States,Los Angeles,0.0,297286,"<div class=""td-wrap""><a href=""/universities/university-southern-california"" class=""uni-link"">University of Southern California</a></div>",/sites/default/files/university-of-southern-california_569_small.jpg,68.9,101,North America,0,0--,University of Southern California
605,United States,College Station,0.0,297256,"<div class=""td-wrap""><a href=""/universities/texas-am-university"" class=""uni-link"">Texas A&M University</a></div>",/sites/default/files/texas-am-university_592560cf2aeae70239af4ce2_small.jpg,68.8,102,North America,0,0--,Texas A&M University
494,United States,University Park,0.0,297570,"<div class=""td-wrap""><a href=""/universities/pennsylvania-state-university"" class=""uni-link"">Pennsylvania State University</a></div>",/sites/default/files/pennsylvania-state-university_494_small.jpg,68.7,=103,North America,0,0--,Pennsylvania State University
884,China (Mainland),Beijing,0.0,297005,"<div class=""td-wrap""><a href=""/universities/renmin-peoples-university-china"" class=""uni-link"">Renmin (People's) University of China</a></div>",/sites/default/files/renmin-peoples-university-of-china_884_small.jpg,68.7,=103,Asia,0,0--,Renmin (People's) University of China
