2024,2023,Institution,Location,Academic Reputation,Employer Reputation,Citations per Paper,H-index Citations,International,Score
101-150,,Charles University,Czech Republic,,,,,,
101-150,51-100,Cornell University,United States,,,,,,
101-150,51-100,Flinders University,Australia,,,,,,
101-150,101-150,Goethe-University Frankfurt am Main,Germany,,,,,,
101-150,101-150,Hokkaido University,Japan,,,,,,
101-150,101-150,James Cook University,Australia,,,,,,
101-150,51-100,Jilin University,China (Mainland),,,,,,
101-150,101-150,King's College London,United Kingdom,,,,,,
101-150,101-150,Lund University,Sweden,,,,,,
101-150,101-150,Macquarie University,Australia,,,,,,
101-150,,McGill University,Canada,,,,,,
101-150,101-150,"Nanyang Technological University, Singapore (NTU)",Singapore,,,,,,
101-150,101-150,National and Kapodistrian University of Athens,Greece,,,,,,
101-150,101-150,Northwest University (China),China (Mainland),,,,,,
101-150,51-100,Northwestern University,United States,,,,,,
101-150,51-100,Queen's University Belfast,United Kingdom,,,,,,
101-150,101-150,Saint Petersburg State University,Russia,,,,,,
101-150,151-200,Scuola Normale Superiore di Pisa,Italy,,,,,,
101-150,50  ,Stockholm University,Sweden,,,,,,
101-150,,The University of Hong Kong,Hong Kong SAR,,,,,,
101-150,,The University of New South Wales (UNSW Sydney),Australia,,,,,,
101-150,151-200,Tulane University,United States,,,,,,
101-150,101-150,Universidad Autónoma de Madrid,Spain,,,,,,
101-150,151-200,Universidad Nacional Mayor de San Marcos,Peru,,,,,,
101-150,,"Université Bordeaux 3, Michel de Montaigne",France,,,,,,
101-150,101-150,Université catholique de Louvain (UCLouvain),Belgium,,,,,,
101-150,51-100,Universite libre de Bruxelles,Belgium,,,,,,
101-150,,Université Lumière Lyon 2,France,,,,,,
101-150,101-150,University of Bern,Switzerland,,,,,,
101-150,101-150,University of Bristol,United Kingdom,,,,,,
101-150,101-150,University of Göttingen,Germany,,,,,,
101-150,51-100,University of Groningen,Netherlands,,,,,,
101-150,101-150,University of Haifa,Israel,,,,,,
101-150,101-150,University of Helsinki,Finland,,,,,,
101-150,101-150,University of Naples - Federico II,Italy,,,,,,
101-150,151-200,University of Nottingham,United Kingdom,,,,,,
101-150,101-150,University of Pittsburgh,United States,,,,,,
101-150,51-100,University of the Philippines,Philippines,,,,,,
101-150,,University of Turin,Italy,,,,,,
101-150,51-100,University of Warsaw ,Poland,,,,,,
101-150,101-150,Utrecht University,Netherlands,,,,,,
101-150,,Vanderbilt University,United States,,,,,,
101-150,,Waseda University,Japan,,,,,,
101-150,151-200,Washington State University,United States,,,,,,
101-150,51-100,Washington University in St. Louis,United States,,,,,,
151-200,151-200,"Adam Mickiewicz University, Poznań",Poland,,,,,,
151-200,101-150,Albert-Ludwigs-Universitaet Freiburg,Germany,,,,,,
151-200,151-200,Gadjah Mada University,Indonesia,,,,,,
151-200,101-150,Johannes Gutenberg Universität Mainz,Germany,,,,,,
151-200,151-200,Koç University,Turkey,,,,,,
151-200,101-150,Korea University,South Korea,,,,,,
151-200,201-240,L.N. Gumilyov Eurasian National University (ENU),Kazakhstan,,,,,,
151-200,151-200,Martin-Luther-Universität Halle-Wittenberg,Germany,,,,,,
151-200,151-200,Nagoya University,Japan,,,,,,
151-200,51-100,Nanjing University,China (Mainland),,,,,,
151-200,201-240,Politecnico di Milano,Italy,,,,,,
151-200,,Pusan National University,South Korea,,,,,,
151-200,,Texas A&M University,United States,,,,,,
151-200,,The Chinese University of Hong Kong (CUHK),Hong Kong SAR,,,,,,
151-200,101-150,The Hebrew University of Jerusalem,Israel,,,,,,
151-200,,Tohoku University,Japan,,,,,,
151-200,201-240,Tomsk State University,Russia,,,,,,
151-200,,Tsinghua University,China (Mainland),,,,,,
151-200,,Universidad de los Andes,Colombia,,,,,,
151-200,201-240,Universidade de Santiago de Compostela,Spain,,,,,,
151-200,,Università degli studi Roma Tre,Italy,,,,,,
151-200,151-200,Universität Innsbruck,Austria,,,,,,
151-200,,Universitat Pompeu Fabra (Barcelona),Spain,,,,,,
151-200,101-150,Université de Strasbourg,France,,,,,,
151-200,101-150,Université de Toulouse II-Le Mirail,France,,,,,,
151-200,151-200,Université Laval,Canada,,,,,,
151-200,101-150,Université Paris-Nanterre,France,,,,,,
151-200,,Université Paris-Saclay,France,,,,,,
151-200,,Universiti Kebangsaan Malaysia (UKM),Malaysia,,,,,,
151-200,,Universiti Sains Malaysia (USM),Malaysia,,,,,,
151-200,101-150,University of Alberta,Canada,,,,,,
151-200,,University of Bari,Italy,,,,,,
151-200,101-150,University of Basel,Switzerland,,,,,,
151-200,51-100,University of Bergen,Norway,,,,,,
151-200,151-200,University of Birmingham,United Kingdom,,,,,,
151-200,101-150,University of Bradford,United Kingdom,,,,,,
151-200,101-150,University of Calgary,Canada,,,,,,
151-200,101-150,University of Cape Town,South Africa,,,,,,
151-200,151-200,University of Cincinnati,United States,,,,,,
151-200,101-150,University of Colorado Boulder,United States,,,,,,
151-200,101-150,University of Granada,Spain,,,,,,
151-200,201-240,University of Hawaiʻi at Mānoa,United States,,,,,,
151-200,101-150,University of Massachusetts Amherst,United States,,,,,,
151-200,151-200,University of Milan,Italy,,,,,,
151-200,,University of New Mexico,United States,,,,,,
151-200,151-200,University of Notre Dame,United States,,,,,,
151-200,151-200,"University of Rome ""Tor Vergata""",Italy,,,,,,
151-200,101-150,University of Wollongong,Australia,,,,,,
151-200,101-150,University of Zurich,Switzerland,,,,,,
151-200,151-200,Vrije Universiteit Amsterdam,Netherlands,,,,,,
201-240,101-150,Beijing Normal University ,China (Mainland),,,,,,
201-240,201-240,Catania University,Italy,,,,,,
201-240,,Dartmouth College,United States,,,,,,
201-240,,École Normale Supérieure de Lyon,France,,,,,,
201-240,151-200,Eötvös Loránd University,Hungary,,,,,,
201-240,,Friedrich-Alexander-Universität Erlangen-Nürnberg,Germany,,,,,,
201-240,151-200,Indiana University Bloomington,United States,,,,,,
201-240,151-200,Johns Hopkins University,United States,,,,,,
201-240,201-240,Masaryk University,Czech Republic,,,,,,
201-240,151-200,Queen's University at Kingston,Canada,,,,,,
201-240,101-150,Renmin (People's) University of China,China (Mainland),,,,,,
201-240,,Ritsumeikan University,Japan,,,,,,
201-240,,Sichuan University,China (Mainland),,,,,,
201-240,151-200,SOAS University of London ,United Kingdom,,,,,,
201-240,101-150,Tel Aviv University,Israel,,,,,,
201-240,151-200,The Ohio State University,United States,,,,,,
201-240,201-240,The University of Warwick,United Kingdom,,,,,,
201-240,151-200,UNESP,Brazil,,,,,,
201-240,,Universidad Autonoma de Yucatan,Mexico,,,,,,
201-240,,Universidad Nacional de Colombia,Colombia,,,,,,
201-240,151-200,Universidade Nova de Lisboa,Portugal,,,,,,
201-240,201-240,"Universita' degli Studi di Napoli ""L'Orientale""",Italy,,,,,,
201-240,201-240,Universität Hamburg,Germany,,,,,,
201-240,151-200,Universität Leipzig,Germany,,,,,,
201-240,201-240,Université de Liège,Belgium,,,,,,
201-240,151-200,Université de Montréal ,Canada,,,,,,
201-240,201-240,"University of California, Davis",United States,,,,,,
201-240,,University of Central Florida,United States,,,,,,
201-240,151-200,University of Coimbra,Portugal,,,,,,
201-240,151-200,University of Galway,Ireland,,,,,,
201-240,151-200,University of Geneva,Switzerland,,,,,,
201-240,101-150,University of Tromsø The Arctic University of Norway,Norway,,,,,,
201-240,201-240,University of Utah,United States,,,,,,
201-240,101-150,University of Witwatersrand,South Africa,,,,,,
201-240,201-240,Ural Federal University - UrFU,Russia,,,,,,
201-240,151-200,Western University,Canada,,,,,,
201-240,151-200,Westfälische Wilhelms-Universität Münster ,Germany,,,,,,
201-240,151-200,Wuhan University,China (Mainland),,,,,,
201-240,201-240,Yarmouk University,Jordan,,,,,,
201-240,,Zhejiang University,China (Mainland),,,,,,
