2024,2023,Institution,Location,Academic Reputation,Employer Reputation,Citations per Paper,H-index Citations,International,Score
51-100,51-100,University of Miami,United States,,,,,,
51-100,51-100,University of Minnesota Twin Cities,United States,,,,,,
51-100,51-100,University of Navarra,Spain,,,,,,
51-100,51-100,University of Otago,New Zealand,,,,,,
51-100,51-100,University of Ottawa,Canada,,,,,,
51-100,51-100,University of South Australia,Australia,,,,,,
51-100,51-100,University of Surrey,United Kingdom,,,,,,
51-100,51-100,University of Texas at Austin,United States,,,,,,
51-100,51-100,University of Virginia,United States,,,,,,
51-100,51-100,University of Wollongong,Australia,,,,,,
51-100,51-100,Uppsala University,Sweden,,,,,,
51-100,51-100,Utrecht University,Netherlands,,,,,,
51-100,51-100,Vanderbilt University,United States,,,,,,
51-100,51-100,Western University,Canada,,,,,,
51-100,49=,Yonsei University,South Korea,,,,,,
101-150,151-180,Ajou University ,South Korea,,,,,,
101-150,101-150,Alma Mater Studiorum - University of Bologna,Italy,,,,,,
101-150,,Central South University,China (Mainland),,,,,,
101-150,151-180,Chiang Mai University,Thailand,,,,,,
101-150,101-150,Edith Cowan University ,Australia,,,,,,
101-150,101-150,Ewha Womans University,South Korea,,,,,,
101-150,,Hacettepe University ,Turkey,,,,,,
101-150,101-150,Indiana University Bloomington,United States,,,,,,
101-150,151-180,Kaohsiung Medical University,Taiwan,,,,,,
101-150,101-150,King Abdulaziz University (KAU),Saudi Arabia,,,,,,
101-150,101-150,Korea University,South Korea,,,,,,
101-150,51-100,Kyung Hee University,South Korea,,,,,,
101-150,101-150,Linköping University,Sweden,,,,,,
101-150,,London School of Hygiene & Tropical Medicine,United Kingdom,,,,,,
101-150,101-150,Mahidol University,Thailand,,,,,,
101-150,101-150,Massey University,New Zealand,,,,,,
101-150,151-180,Michigan State University,United States,,,,,,
101-150,51-100,National Taipei University of Nursing and Health Sciences ,Taiwan,,,,,,
101-150,51-100,Oregon Health & Science University (OHSU),United States,,,,,,
101-150,,Shanghai Jiao Tong University,China (Mainland),,,,,,
101-150,101-150,Sun Yat-sen University,China (Mainland),,,,,,
101-150,101-150,The University of Arizona,United States,,,,,,
101-150,101-150,The University of Texas Health Science Center at Houston,United States,,,,,,
101-150,101-150,The University of Tokyo,Japan,,,,,,
101-150,,Universidad Autónoma de Madrid,Spain,,,,,,
101-150,101-150,Universidade Estadual de Campinas (Unicamp),Brazil,,,,,,
101-150,151-180,Universidade Federal do Rio de Janeiro,Brazil,,,,,,
101-150,,Universitat Rovira i Virgili,Spain,,,,,,
101-150,101-150,Université de Montréal ,Canada,,,,,,
101-150,151-180,Universiti Malaya (UM),Malaysia,,,,,,
101-150,101-150,"University of Alabama, Birmingham",United States,,,,,,
101-150,101-150,"University of California, Davis",United States,,,,,,
101-150,101-150,University of Canberra ,Australia,,,,,,
101-150,101-150,University of Connecticut,United States,,,,,,
101-150,101-150,University of East Anglia (UEA),United Kingdom,,,,,,
101-150,151-180,University of Florence,Italy,,,,,,
101-150,101-150,University of Florida,United States,,,,,,
101-150,51-100,University of Granada,Spain,,,,,,
101-150,51-100,University of Liverpool,United Kingdom,,,,,,
101-150,101-150,University of Manitoba,Canada,,,,,,
101-150,101-150,"University of Maryland, Baltimore",United States,,,,,,
101-150,151-180,University of Milan,Italy,,,,,,
101-150,151-180,"University of Missouri, Columbia",United States,,,,,,
101-150,151-180,University of Rochester,United States,,,,,,
101-150,,"University of Rome ""Tor Vergata""",Italy,,,,,,
101-150,101-150,University of Tasmania,Australia,,,,,,
101-150,101-150,University of Utah,United States,,,,,,
101-150,51-100,University of Wisconsin-Madison,United States,,,,,,
101-150,101-150,University of Zurich,Switzerland,,,,,,
151-200,151-180,American University of Beirut (AUB),Lebanon,,,,,,
151-200,101-150,Arizona State University,United States,,,,,,
151-200,151-180,Auckland University of Technology (AUT),New Zealand,,,,,,
151-200,,Central Queensland University (CQUniversity Australia),Australia,,,,,,
151-200,101-150,Chang Gung University,Taiwan,,,,,,
151-200,101-150,"City, University of London",United Kingdom,,,,,,
151-200,151-180,Dalhousie University,Canada,,,,,,
151-200,,Georgetown University,United States,,,,,,
151-200,,Jordan University of Science & Technology,Jordan,,,,,,
151-200,151-180,Kent State University,United States,,,,,,
151-200,,King Saud University,Saudi Arabia,,,,,,
151-200,,Medical College of Wisconsin,United States,,,,,,
151-200,151-180,National and Kapodistrian University of Athens,Greece,,,,,,
151-200,,National Cheng Kung University (NCKU),Taiwan,,,,,,
151-200,101-150,National Yang Ming Chiao Tung University,Taiwan,,,,,,
151-200,151-180,Norwegian University of Science And Technology,Norway,,,,,,
151-200,101-150,Oxford Brookes University,United Kingdom,,,,,,
151-200,,Royal College of Surgeons in Ireland (RCSI),Ireland,,,,,,
151-200,,Ruprecht-Karls-Universität Heidelberg,Germany,,,,,,
151-200,151-180,St. Louis University,United States,,,,,,
151-200,,Swansea University,United Kingdom,,,,,,
151-200,,Temple University,United States,,,,,,
151-200,151-180,The Catholic University of Korea ,South Korea,,,,,,
151-200,151-180,"The University of Tennessee, Knoxville",United States,,,,,,
151-200,101-150,Umea University,Sweden,,,,,,
151-200,101-150,Universidad de Chile,Chile,,,,,,
151-200,,Universidade Federal de Minas Gerais      ,Brazil,,,,,,
151-200,,Universidade Federal de Santa Catarina ,Brazil,,,,,,
151-200,151-180,Universidade Federal de São Paulo,Brazil,,,,,,
151-200,,Universidade Federal do Rio Grande Do Sul ,Brazil,,,,,,
151-200,,Università di Padova,Italy,,,,,,
151-200,151-180,Universitat Autònoma de Barcelona,Spain,,,,,,
151-200,101-150,Universitat de Valencia,Spain,,,,,,
151-200,,"University of California, Irvine",United States,,,,,,
151-200,101-150,University of Cincinnati,United States,,,,,,
151-200,101-150,University of Gothenburg,Sweden,,,,,,
151-200,,University of Huddersfield,United Kingdom,,,,,,
151-200,151-180,University of Hull,United Kingdom,,,,,,
151-200,101-150,University of Illinois at Urbana-Champaign,United States,,,,,,
151-200,,University of Kansas,United States,,,,,,
151-200,151-180,University of Kentucky,United States,,,,,,
151-200,101-150,University of Lausanne,Switzerland,,,,,,
151-200,151-180,University of Massachusetts Amherst,United States,,,,,,
151-200,,University of South Carolina,United States,,,,,,
151-200,101-150,University of Southern Denmark (SDU),Denmark,,,,,,
151-200,,Verona University,Italy,,,,,,
151-200,151-180,Virginia Commonwealth University,United States,,,,,,
151-200,,Washington State University,United States,,,,,,
