2024,2023,Institution,Location,Academic Reputation,Employer Reputation,Citations per Paper,H-index Citations,International,Score
51-100,51-100,University of Canterbury | Te Whare Wānanga o Waitaha,New Zealand,,,,,,
51-100,101-150,University of Colorado Boulder,United States,,,,,,
51-100,49  ,University of Leeds,United Kingdom,,,,,,
51-100,51-100,University of Naples - Federico II,Italy,,,,,,
51-100,51-100,University of Nottingham,United Kingdom,,,,,,
51-100,51-100,University of Southampton,United Kingdom,,,,,,
51-100,51-100,University of Technology Sydney,Australia,,,,,,
51-100,51-100,University of Waterloo,Canada,,,,,,
51-100,51-100,Yonsei University,South Korea,,,,,,
101-150,51-100,Alma Mater Studiorum - University of Bologna,Italy,,,,,,
101-150,101-150,Cairo University,Egypt,,,,,,
101-150,101-150,Cardiff University,United Kingdom,,,,,,
101-150,101-150,Chalmers University of Technology,Sweden,,,,,,
101-150,101-150,Ghent University,Belgium,,,,,,
101-150,51-100,Hanyang University,South Korea,,,,,,
101-150,101-150,Huazhong University of Science and Technology,China (Mainland),,,,,,
101-150,101-150,Indian Institute of Science,India,,,,,,
101-150,51-100,Istanbul Technical University,Turkey,,,,,,
101-150,51-100,King Abdulaziz University (KAU),Saudi Arabia,,,,,,
101-150,101-150,King Saud University,Saudi Arabia,,,,,,
101-150,101-150,"KIT, Karlsruhe Institute of Technology",Germany,,,,,,
101-150,51-100,Korea University,South Korea,,,,,,
101-150,101-150,Loughborough University,United Kingdom,,,,,,
101-150,101-150,Lund University,Sweden,,,,,,
101-150,101-150,Middle East Technical University,Turkey,,,,,,
101-150,101-150,National Cheng Kung University (NCKU),Taiwan,,,,,,
101-150,101-150,Queen's University at Kingston,Canada,,,,,,
101-150,101-150,Queensland University of Technology (QUT),Australia,,,,,,
101-150,101-150,Technische Universität Dresden,Germany,,,,,,
101-150,101-150,Technische Universität Wien,Austria,,,,,,
101-150,101-150,Tecnológico de Monterrey,Mexico,,,,,,
101-150,,The Chinese University of Hong Kong (CUHK),Hong Kong SAR,,,,,,
101-150,51-100,The University of Adelaide,Australia,,,,,,
101-150,101-150,"The University of Newcastle, Australia (UON)",Australia,,,,,,
101-150,151-200,"Trinity College Dublin, The University of Dublin",Ireland,,,,,,
101-150,51-100,Universidad de los Andes,Colombia,,,,,,
101-150,101-150,Universidade Estadual de Campinas (Unicamp),Brazil,,,,,,
101-150,101-150,Universidade Federal do Rio de Janeiro,Brazil,,,,,,
101-150,101-150,Universitat Politècnica de València,Spain,,,,,,
101-150,101-150,Universität Stuttgart,Germany,,,,,,
101-150,101-150,Université de Montréal ,Canada,,,,,,
101-150,151-200,Universiti Teknologi PETRONAS (UTP),Malaysia,,,,,,
101-150,101-150,University at Buffalo SUNY,United States,,,,,,
101-150,101-150,University College Dublin,Ireland,,,,,,
101-150,101-150,University of Alberta,Canada,,,,,,
101-150,101-150,University of Bath,United Kingdom,,,,,,
101-150,151-200,University of Calgary,Canada,,,,,,
101-150,101-150,University of Florida,United States,,,,,,
101-150,101-150,University of Liverpool,United Kingdom,,,,,,
101-150,101-150,"University of Maryland, College Park",United States,,,,,,
101-150,51-100,University of Porto,Portugal,,,,,,
101-150,101-150,University of Southern California,United States,,,,,,
101-150,51-100,University of Washington,United States,,,,,,
101-150,101-150,University of Wisconsin-Madison,United States,,,,,,
101-150,101-150,University of Wollongong,Australia,,,,,,
101-150,101-150,Virginia Polytechnic Institute and State University,United States,,,,,,
101-150,101-150,Western University,Canada,,,,,,
101-150,101-150,Wuhan University,China (Mainland),,,,,,
101-150,,Yale University,United States,,,,,,
151-200,151-200,Aalborg University,Denmark,,,,,,
151-200,151-200,Aalto University,Finland,,,,,,
151-200,151-200,Ain Shams University ,Egypt,,,,,,
151-200,151-200,American University of Beirut (AUB),Lebanon,,,,,,
151-200,151-200,American University of Sharjah,United Arab Emirates,,,,,,
151-200,151-200,Aristotle University of Thessaloniki,Greece,,,,,,
151-200,101-150,Arizona State University,United States,,,,,,
151-200,201-230,Budapest University of Technology and Economics,Hungary,,,,,,
151-200,151-200,Chongqing University,China (Mainland),,,,,,
151-200,151-200,Chulalongkorn University,Thailand,,,,,,
151-200,151-200,Colorado State University,United States,,,,,,
151-200,151-200,Heriot-Watt University,United Kingdom,,,,,,
151-200,151-200,Hokkaido University,Japan,,,,,,
151-200,151-200,Indian Institute of Technology Guwahati (IITG),India,,,,,,
151-200,151-200,Institut National des Sciences Appliquées de Lyon (INSA),France,,,,,,
151-200,201-230,Iowa State University,United States,,,,,,
151-200,151-200,Johns Hopkins University,United States,,,,,,
151-200,151-200,Jordan University of Science & Technology,Jordan,,,,,,
151-200,151-200,Khalifa University of Science and Technology,United Arab Emirates,,,,,,
151-200,151-200,McMaster University,Canada,,,,,,
151-200,101-150,Michigan State University,United States,,,,,,
151-200,151-200,National Taiwan University of Science and Technology (Taiwan Tech),Taiwan,,,,,,
151-200,201-230,National University of Sciences And Technology (NUST) Islamabad,Pakistan,,,,,,
151-200,151-200,New York University (NYU),United States,,,,,,
151-200,151-200,North Carolina State University,United States,,,,,,
151-200,151-200,Qatar University,Qatar,,,,,,
151-200,151-200,Queen's University Belfast,United Kingdom,,,,,,
151-200,151-200,Technical University of Darmstadt,Germany,,,,,,
151-200,151-200,Technische Universität Braunschweig,Germany,,,,,,
151-200,151-200,The Ohio State University,United States,,,,,,
151-200,151-200,The University of Exeter,United Kingdom,,,,,,
151-200,151-200,Tianjin University,China (Mainland),,,,,,
151-200,151-200,Tohoku University,Japan,,,,,,
151-200,151-200,United Arab Emirates University,United Arab Emirates,,,,,,
151-200,,Universidad de Buenos Aires (UBA),Argentina,,,,,,
151-200,101-150,Universidad Nacional de Colombia,Colombia,,,,,,
151-200,151-200,Università degli Studi di Pavia,Italy,,,,,,
151-200,151-200,Università di Padova,Italy,,,,,,
151-200,151-200,Université Grenoble Alpes,France,,,,,,
151-200,151-200,Université PSL,France,,,,,,
151-200,151-200,Universiti Kebangsaan Malaysia (UKM),Malaysia,,,,,,
151-200,151-200,Universiti Putra Malaysia (UPM),Malaysia,,,,,,
151-200,151-200,Universiti Sains Malaysia (USM),Malaysia,,,,,,
151-200,151-200,"University of California, Irvine",United States,,,,,,
151-200,151-200,University of Glasgow,United Kingdom,,,,,,
151-200,51-100,University of Lisbon ,Portugal,,,,,,
151-200,101-150,University of Minho,Portugal,,,,,,
151-200,151-200,University of Minnesota Twin Cities,United States,,,,,,
151-200,201-230,University of Notre Dame,United States,,,,,,
151-200,101-150,University of Strathclyde,United Kingdom,,,,,,
151-200,101-150,Xi’an Jiaotong University,China (Mainland),,,,,,
201-240,, Western Sydney University,Australia,,,,,,
201-240,151-200,Alexandria University ,Egypt,,,,,,
201-240,201-230,Beijing University of Technology,China (Mainland),,,,,,
201-240,201-230,Boğaziçi University,Turkey,,,,,,
201-240,,Brunel University London,United Kingdom,,,,,,
201-240,,Central South University,China (Mainland),,,,,,
201-240,,Colorado School of Mines,United States,,,,,,
201-240,151-200,Czech Technical University in Prague,Czech Republic,,,,,,
201-240,151-200,Dalian University of Technology,China (Mainland),,,,,,
201-240,,Deakin University,Australia,,,,,,
201-240,201-230,Graz University of Technology,Austria,,,,,,
201-240,201-230,Kyushu University,Japan,,,,,,
201-240,201-230,Lehigh University,United States,,,,,,
201-240,151-200,Leibniz University Hannover,Germany,,,,,,
201-240,201-230,Nagoya University,Japan,,,,,,
201-240,151-200,National Taipei University of Technology,Taiwan,,,,,,
201-240,,Politecnico di Bari,Italy,,,,,,
201-240,,Pontificia Universidad Católica del Perú,Peru,,,,,,
201-240,201-230,Rice University,United States,,,,,,
201-240,201-230,Sejong University ,South Korea,,,,,,
201-240,,Southwest Jiaotong University,China (Mainland),,,,,,
201-240,151-200,Sungkyunkwan University(SKKU),South Korea,,,,,,
201-240,201-230,Swansea University,United Kingdom,,,,,,
201-240,201-230,Swinburne University of Technology,Australia,,,,,,
201-240,201-230,The American University in Cairo,Egypt,,,,,,
201-240,201-230,The University of Arizona,United States,,,,,,
201-240,201-230,The University of Warwick,United Kingdom,,,,,,
201-240,,UNESP,Brazil,,,,,,
201-240,,Université catholique de Louvain (UCLouvain),Belgium,,,,,,
201-240,,Université de Liège,Belgium,,,,,,
201-240,201-230,Université de Sherbrooke,Canada,,,,,,
201-240,,University of Galway,Ireland,,,,,,
201-240,151-200,University of Illinois at Chicago (UIC),United States,,,,,,
201-240,,University of Jordan,Jordan,,,,,,
201-240,201-230,University of Ottawa,Canada,,,,,,
201-240,,University of Patras,Greece,,,,,,
201-240,,University of Sharjah,United Arab Emirates,,,,,,
201-240,,University of Surrey,United Kingdom,,,,,,
201-240,201-230,University of Twente,Netherlands,,,,,,
