2024,2023,Institution,Location,Academic Reputation,Employer Reputation,Citations per Paper,H-index Citations,International,Score
51-100,47=,The University of New South Wales (UNSW Sydney),Australia,,,,,,
51-100,51-100,"The University of Newcastle, Australia (UON)",Australia,,,,,,
51-100,51-100,Universitat de Barcelona,Spain,,,,,,
51-100,51-100,University College Dublin,Ireland,,,,,,
51-100,51-100,University of Bristol,United Kingdom,,,,,,
51-100,51-100,University of Canberra ,Australia,,,,,,
51-100,51-100,University of Glasgow,United Kingdom,,,,,,
51-100,51-100,University of Granada,Spain,,,,,,
51-100,51-100,University of Groningen,Netherlands,,,,,,
51-100,51-100,University of Leeds,United Kingdom,,,,,,
51-100,51-100,University of Limerick,Ireland,,,,,,
51-100,37,University of Massachusetts Amherst,United States,,,,,,
51-100,51-100,University of Nottingham,United Kingdom,,,,,,
51-100,51-100,University of Oslo,Norway,,,,,,
51-100,51-100,University of Porto,Portugal,,,,,,
51-100,51-100,University of South Australia,Australia,,,,,,
51-100,51-100,University of Southern California,United States,,,,,,
51-100,51-100,University of Southern Denmark (SDU),Denmark,,,,,,
51-100,51-100,University of Tsukuba,Japan,,,,,,
51-100,51-100,University of Virginia,United States,,,,,,
51-100,101-140,University of Waikato,New Zealand,,,,,,
51-100,51-100,University of Waterloo,Canada,,,,,,
51-100,51-100,University of Wisconsin-Madison,United States,,,,,,
51-100,51-100,Utrecht University,Netherlands,,,,,,
51-100,51-100,Waseda University,Japan,,,,,,
101-140,101-140, Western Sydney University,Australia,,,,,,
101-140,101-140,Alma Mater Studiorum - University of Bologna,Italy,,,,,,
101-140,51-100,Brock University,Canada,,,,,,
101-140,101-140,Cardiff Metropolitan University,United Kingdom,,,,,,
101-140,101-140,Chulalongkorn University,Thailand,,,,,,
101-140,101-140,Dublin City University,Ireland,,,,,,
101-140,101-140,Erasmus University Rotterdam ,Netherlands,,,,,,
101-140,51-100,ETH Zurich - Swiss Federal Institute of Technology,Switzerland,,,,,,
101-140,101-140,North Carolina State University,United States,,,,,,
101-140,,Northeastern University,United States,,,,,,
101-140,,Northumbria University at Newcastle,United Kingdom,,,,,,
101-140,,Nottingham Trent University,United Kingdom,,,,,,
101-140,101-140,Oxford Brookes University,United Kingdom,,,,,,
101-140,101-140,Shanghai Jiao Tong University,China (Mainland),,,,,,
101-140,,Sungkyunkwan University(SKKU),South Korea,,,,,,
101-140,101-140,The University of Georgia,United States,,,,,,
101-140,101-140,"Trinity College Dublin, The University of Dublin",Ireland,,,,,,
101-140,101-140,Tsinghua University,China (Mainland),,,,,,
101-140,101-140,Ulster University,United Kingdom,,,,,,
101-140,101-140,UNESP,Brazil,,,,,,
101-140,101-140,Universitat de Valencia,Spain,,,,,,
101-140,101-140,Université de Montréal ,Canada,,,,,,
101-140,,Universiti Kebangsaan Malaysia (UKM),Malaysia,,,,,,
101-140,101-140,Universiti Malaya (UM),Malaysia,,,,,,
101-140,51-100,University of Brighton,United Kingdom,,,,,,
101-140,101-140,University of Colorado Boulder,United States,,,,,,
101-140,101-140,University of Connecticut,United States,,,,,,
101-140,101-140,University of Delaware,United States,,,,,,
101-140,51-100,University of Lausanne,Switzerland,,,,,,
101-140,101-140,University of Lisbon ,Portugal,,,,,,
101-140,51-100,"University of Maryland, College Park",United States,,,,,,
101-140,101-140,University of Milan,Italy,,,,,,
101-140,,University of Minnesota Twin Cities,United States,,,,,,
101-140,101-140,University of Oregon,United States,,,,,,
101-140,51-100,University of Stirling,United Kingdom,,,,,,
101-140,51-100,University of Wollongong,Australia,,,,,,
101-140,,Vrije Universiteit Brussel (VUB),Belgium,,,,,,
101-140,101-140,Washington University in St. Louis,United States,,,,,,
101-140,,Zhejiang University,China (Mainland),,,,,,
