2024,2023,Institution,Location,Academic Reputation,Employer Reputation,Citations per Paper,H-index Citations,International,Score
51-100,51-100,Northwestern University,United States,,,,,,
51-100,51-100,Peking University,China (Mainland),,,,,,
51-100,51-100,Pennsylvania State University,United States,,,,,,
51-100,51-100,Pontificia Universidad Católica de Chile (UC),Chile,,,,,,
51-100,51-100,Radboud University ,Netherlands,,,,,,
51-100,51-100,Ruprecht-Karls-Universität Heidelberg,Germany,,,,,,
51-100,51-100,Sapienza University of Rome,Italy,,,,,,
51-100,51-100,Seoul National University,South Korea,,,,,,
51-100,51-100,Simon Fraser University,Canada,,,,,,
51-100,51-100,Stockholm University,Sweden,,,,,,
51-100,51-100,The University of New South Wales (UNSW Sydney),Australia,,,,,,
51-100,51-100,The University of Queensland,Australia,,,,,,
51-100,51-100,Universidad Autónoma de Madrid,Spain,,,,,,
51-100,51-100,Universidad de Chile,Chile,,,,,,
51-100,51-100,Universidade Estadual de Campinas (Unicamp),Brazil,,,,,,
51-100,50=,Universidade Federal do Rio de Janeiro,Brazil,,,,,,
51-100,,Universidade Federal do Rio Grande Do Sul ,Brazil,,,,,,
51-100,51-100,Universitat Autònoma de Barcelona,Spain,,,,,,
51-100,51-100,Universitat de Barcelona,Spain,,,,,,
51-100,51-100,Université PSL,France,,,,,,
51-100,51-100,University of Aberdeen,United Kingdom,,,,,,
51-100,51-100,University of Bergen,Norway,,,,,,
51-100,101-150,"University of California, Davis",United States,,,,,,
51-100,51-100,"University of California, San Diego (UCSD)",United States,,,,,,
51-100,51-100,University of Cape Town,South Africa,,,,,,
51-100,101-150,University of Delhi,India,,,,,,
51-100,51-100,University of Hawaiʻi at Mānoa,United States,,,,,,
51-100,51-100,University of Helsinki,Finland,,,,,,
51-100,101-150,University of Illinois at Urbana-Champaign,United States,,,,,,
51-100,51-100,"University of North Carolina, Chapel Hill",United States,,,,,,
51-100,44  ,University of Oslo,Norway,,,,,,
51-100,51-100,University of St Andrews,United Kingdom,,,,,,
51-100,51-100,University of Washington,United States,,,,,,
51-100,51-100,Utrecht University,Netherlands,,,,,,
101-150,101-150,Aix-Marseille University,France,,,,,,
101-150,101-150,Al-Farabi Kazakh National University,Kazakhstan,,,,,,
101-150,101-150,Boston University,United States,,,,,,
101-150,101-150,Ca' Foscari University of Venice ,Italy,,,,,,
101-150,51-100,Central European University,Austria,,,,,,
101-150,101-150,Chulalongkorn University,Thailand,,,,,,
101-150,,Dartmouth College,United States,,,,,,
101-150,101-150,Emory University,United States,,,,,,
101-150,101-150,Fudan University,China (Mainland),,,,,,
101-150,101-150,Indiana University Bloomington,United States,,,,,,
101-150,,Lomonosov Moscow State University,Russia,,,,,,
101-150,101-150,Pontificia Universidad Católica del Perú,Peru,,,,,,
101-150,101-150,Pontificia Universidad Javeriana,Colombia,,,,,,
101-150,51-100,The New School,United States,,,,,,
101-150,101-150,The University of Adelaide,Australia,,,,,,
101-150,,The University of Georgia,United States,,,,,,
101-150,101-150,The University of Sheffield,United Kingdom,,,,,,
101-150,101-150,The University of Western Australia,Australia,,,,,,
101-150,101-150,Universidad de Sevilla,Spain,,,,,,
101-150,101-150,Universidad Nacional de La Plata (UNLP),Argentina,,,,,,
101-150,,Università di Padova,Italy,,,,,,
101-150,101-150,Universitas Indonesia,Indonesia,,,,,,
101-150,,Universität Hamburg,Germany,,,,,,
101-150,,Université catholique de Louvain (UCLouvain),Belgium,,,,,,
101-150,101-150,Université de Montréal ,Canada,,,,,,
101-150,,University of Alberta,Canada,,,,,,
101-150,,University of Bern,Switzerland,,,,,,
101-150,101-150,University of Bordeaux,France,,,,,,
101-150,101-150,University of Bristol,United Kingdom,,,,,,
101-150,101-150,"University of California, Irvine",United States,,,,,,
101-150,51-100,"University of California, Santa Barbara (UCSB)",United States,,,,,,
101-150,51-100,"University of California, Santa Cruz",United States,,,,,,
101-150,101-150,University of Cologne,Germany,,,,,,
101-150,101-150,University of Colorado Boulder,United States,,,,,,
101-150,101-150,University of Göttingen,Germany,,,,,,
101-150,,University of Johannesburg,South Africa,,,,,,
101-150,101-150,University of Massachusetts Amherst,United States,,,,,,
101-150,101-150,University of Minnesota Twin Cities,United States,,,,,,
101-150,101-150,University of Notre Dame,United States,,,,,,
101-150,51-100,University of Otago,New Zealand,,,,,,
101-150,101-150,University of Pittsburgh,United States,,,,,,
101-150,101-150,University of Southern California,United States,,,,,,
101-150,101-150,University of Sussex,United Kingdom,,,,,,
101-150,,University of Warsaw ,Poland,,,,,,
101-150,51-100,University of Witwatersrand,South Africa,,,,,,
101-150,51-100,University of Zurich,Switzerland,,,,,,
101-150,101-150,Uppsala University,Sweden,,,,,,
101-150,,Waseda University,Japan,,,,,,
101-150,,Washington State University,United States,,,,,,
101-150,51-100,Yonsei University,South Korea,,,,,,
101-150,101-150,York University,Canada,,,,,,
