2024,2023,Institution,Location,Academic Reputation,Employer Reputation,Citations per Paper,H-index Citations,International,Score
51-100,51-100,University of Massachusetts Amherst,United States,,,,,,
51-100,51-100,University of Minnesota Twin Cities,United States,,,,,,
51-100,101-120,University of Pretoria,South Africa,,,,,,
51-100,,University of South Africa,South Africa,,,,,,
51-100,38  ,Utrecht University,Netherlands,,,,,,
51-100,43  ,Victoria University of Wellington,New Zealand,,,,,,
101-130,101-120,Gadjah Mada University,Indonesia,,,,,,
101-130,,Indian Institute of Technology Bombay (IITB),India,,,,,,
101-130,51-100,KU Leuven,Belgium,,,,,,
101-130,51-100,Maastricht University ,Netherlands,,,,,,
101-130,51-100,Paris School of Economics,France,,,,,,
101-130,51-100,Queen Mary University of London,United Kingdom,,,,,,
101-130,51-100,Renmin (People's) University of China,China (Mainland),,,,,,
101-130,51-100,Sciences Po ,France,,,,,,
101-130,,The Chinese University of Hong Kong (CUHK),Hong Kong SAR,,,,,,
101-130,,The Open University,United Kingdom,,,,,,
101-130,51-100,The University of Adelaide,Australia,,,,,,
101-130,101-120,The University of Exeter,United Kingdom,,,,,,
101-130,51-100,The University of New South Wales (UNSW Sydney),Australia,,,,,,
101-130,,Universidad Autónoma de Madrid,Spain,,,,,,
101-130,,Universidad Nacional de La Plata (UNLP),Argentina,,,,,,
101-130,51-100,Universidade Estadual de Campinas (Unicamp),Brazil,,,,,,
101-130,,Universidade Federal do Rio de Janeiro,Brazil,,,,,,
101-130,51-100,Université catholique de Louvain (UCLouvain),Belgium,,,,,,
101-130,101-120,Universite libre de Bruxelles,Belgium,,,,,,
101-130,,Université PSL,France,,,,,,
101-130,51-100,Universiti Malaya (UM),Malaysia,,,,,,
101-130,101-120,University of Bristol,United Kingdom,,,,,,
101-130,101-120,University of Glasgow,United Kingdom,,,,,,
101-130,51-100,University of Illinois at Urbana-Champaign,United States,,,,,,
101-130,51-100,University of Johannesburg,South Africa,,,,,,
101-130,,University of Liverpool,United Kingdom,,,,,,
101-130,51-100,University of Oslo,Norway,,,,,,
101-130,51-100,University of Pennsylvania,United States,,,,,,
101-130,101-120,University of Reading,United Kingdom,,,,,,
101-130,51-100,University of York,United Kingdom,,,,,,
101-130,51-100,Uppsala University,Sweden,,,,,,
101-130,101-120,York University,Canada,,,,,,
